"id","log2(fc)","PValue","FDR","Symbol","transcDNA_MAX_MAX_gene_id","transcDNA_MAX_MAX_tx_len","transcDNA_MAX_MAX_symbol","transcDNA_mean_MEAN_gene_id","transcDNA_mean_MEAN_avg_len","transcDNA_mean_MEAN_symbol","transcDNA_median_MEDIAN_gene_id","transcDNA_median_MEDIAN_median_len","transcDNA_median_MEDIAN_symbol"
"ENSG00000102265",-1.13878095946585,"1.07636407740728e-09",2.49173254181106e-08,"TIMP1","7076",1095,"TIMP1","7076",685.2,"TIMP1","7076",626,"TIMP1"
"ENSG00000184500",-1.12489564738148,"1.0822246007313e-09",2.50195898027734e-08,"PROS1","5627",3436,"PROS1","5627",2370.90909090909,"PROS1","5627",3053,"PROS1"
"ENSG00000204217",-1.06213812128059,"1.10349026196208e-09",2.54095851954322e-08,"BMPR2","659",12068,"BMPR2","659",7502.66666666667,"BMPR2","659",9683,"BMPR2"
"ENSG00000123094",-1.07567520677665,"1.21105982500222e-09",2.77391893074154e-08,"RASSF8","11228",5980,"RASSF8","11228",2309.16666666667,"RASSF8","11228",1090.5,"RASSF8"
"ENSG00000132122",-1.37702237206168,"1.21713176956821e-09",2.78414878001889e-08,"SPATA6","54558",5003,"SPATA6","54558",1648.54545454545,"SPATA6","54558",897,"SPATA6"
"ENSG00000140650",-1.12800376846652,"1.30759668338784e-09",2.97929289004754e-08,"PMM2","5373",5397,"PMM2","5373",1145.71428571429,"PMM2","5373",931,"PMM2"
"ENSG00000111775",-1.01568211570951,"1.33955984171267e-09",3.04411901644245e-08,"COX6A1","1337",572,"COX6A1","1337",554.5,"COX6A1","1337",554.5,"COX6A1"
"ENSG00000165392",-1.58050405095983,"1.37688362190516e-09",3.12075622486452e-08,"WRN","7486",7575,"WRN","7486",3041.16666666667,"WRN","7486",2182.5,"WRN"
"ENSG00000197780",-1.0182053477572,"1.42089475122087e-09",3.21630471167345e-08,"TAF13","6884",2637,"TAF13","6884",1357.66666666667,"TAF13","6884",814,"TAF13"
"ENSG00000121895",-1.55901788170369,"1.43112479120424e-09",3.23523764728687e-08,"TMEM156","80008",1923,"TMEM156","80008",985.5,"TMEM156","80008",749.5,"TMEM156"
"ENSG00000151690",-1.11953350266331,"1.48596207689834e-09",3.3548302671016e-08,"MFSD6","54842",4796,"MFSD6","54842",1633.1,"MFSD6","54842",577.5,"MFSD6"
"ENSG00000163577",-1.35371538433194,"1.55706870988467e-09",3.48811555047678e-08,"EIF5A2","56648",5534,"EIF5A2","56648",1528.8,"EIF5A2","56648",565,"EIF5A2"
"ENSG00000136859",-1.46390972375645,"1.59767580048559e-09",3.56985833822417e-08,"ANGPTL2","23452",3443,"ANGPTL2","23452",1659.25,"ANGPTL2","23452",1443.5,"ANGPTL2"
"ENSG00000117791",-1.64450472985144,"1.72850369281204e-09",3.82765332435095e-08,"MTARC2","54996",2146,"MTARC2","54996",962.5,"MTARC2","54996",728.5,"MTARC2"
"ENSG00000058056",-2.24998874961635,"2.29054117150976e-09",4.945914492255e-08,"USP13","8975",9431,"USP13","8975",954.971014492754,"USP13","8975",360,"USP13"
"ENSG00000151090",-1.18077624089419,"2.35253200592472e-09",5.07345179735433e-08,"THRB","7068",7576,"THRB","7068",3434.57894736842,"THRB","7068",2571,"THRB"
"ENSG00000186517",1.93870045964443,"2.62966525761016e-09",5.6221659558203e-08,"ARHGAP30","257106",4857,"ARHGAP30","257106",2848,"ARHGAP30","257106",3482,"ARHGAP30"
"ENSG00000124097",-1.95351578759226,"2.64617791304809e-09",5.6505023195001e-08,"HMGB1P1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000121064",-1.22235043960975,"2.80926166091442e-09",5.96933675718078e-08,"SCPEP1","59342",1921,"SCPEP1","59342",958,"SCPEP1","59342",720.5,"SCPEP1"
"ENSG00000135919",-1.14291614717979,"2.88629176984996e-09",6.12550954680887e-08,"SERPINE2","5270",5989,"SERPINE2","5270",1808.7,"SERPINE2","5270",1352,"SERPINE2"
"ENSG00000173262",2.81191844719985,"3.083657509527e-09",6.4966631297313e-08,"SLC2A14","144195",4125,"SLC2A14","144195",1540.14285714286,"SLC2A14","144195",682,"SLC2A14"
"ENSG00000111653",1.15856364094498,"3.1731741953575e-09",6.66097667957671e-08,"ING4","51147",1659,"ING4","51147",902.555555555556,"ING4","51147",786.5,"ING4"
"ENSG00000138821",-1.07697055696128,"3.42720439495042e-09",7.16819022967976e-08,"SLC39A8","64116",4112,"SLC39A8","64116",2488.81818181818,"SLC39A8","64116",3052,"SLC39A8"
"ENSG00000120756",-1.01190070811123,"3.53207625360353e-09",7.36841370274949e-08,"PLS1","5357",3755,"PLS1","5357",1285.91666666667,"PLS1","5357",621.5,"PLS1"
"ENSG00000165887",-2.00711182715456,"3.6349559277999e-09",7.53905512345963e-08,"ANKRD2","26287",1449,"ANKRD2","26287",1260.5,"ANKRD2","26287",1260.5,"ANKRD2"
"ENSG00000089356",-1.14501763871848,"3.66962288798863e-09",7.59617707772311e-08,"FXYD3","5349",1781,"FXYD3","5349",929.533333333333,"FXYD3","5349",758,"FXYD3"
"ENSG00000162444",-1.67561182900001,"3.75199732848131e-09",7.73553884405915e-08,"RBP7","116362",861,"RBP7","116362",743,"RBP7","116362",743,"RBP7"
"ENSG00000237289",-1.25360417141404,"3.9086889206201e-09",8.029947534909e-08,"CKMT1B","1159",2396,"CKMT1B","1159",977.785714285714,"CKMT1B","1159",735,"CKMT1B"
"ENSG00000082515",-1.29787320098936,"4.10123020738974e-09",8.40558280921167e-08,"MRPL22","29093",3173,"MRPL22","29093",1927.14285714286,"MRPL22","29093",2344,"MRPL22"
"ENSG00000145088",-2.28095441823064,"4.19937327785675e-09",8.58643080952337e-08,"EAF2","55840",998,"EAF2","55840",836.8,"EAF2","55840",829,"EAF2"
"ENSG00000164176",-1.39501175130187,"4.28166484103822e-09",8.73409255044255e-08,"EDIL3","10085",4814,"EDIL3","10085",2742.25,"EDIL3","10085",2798.5,"EDIL3"
"ENSG00000010704",-1.56511183808964,"4.53810795908505e-09",9.19846745184632e-08,"HFE","3077",5176,"HFE","3077",1486.07142857143,"HFE","3077",1140.5,"HFE"
"ENSG00000100867",1.26132493879579,"4.54114316787615e-09",9.19846745184632e-08,"DHRS2","10202",5318,"DHRS2","10202",1897,"DHRS2","10202",1352,"DHRS2"
"ENSG00000183688",-1.00263037300999,"5.04800287115624e-09",1.01070810372954e-07,"RFLNB","359845",3925,"RFLNB","359845",3773,"RFLNB","359845",3773,"RFLNB"
"ENSG00000196208",1.11096716552491,"5.7346279432492e-09",1.13637387323426e-07,"GREB1","9687",8555,"GREB1","9687",3229.9,"GREB1","9687",2199.5,"GREB1"
"ENSG00000101160",-1.07828241851008,"5.76356745052627e-09",1.13950394554932e-07,"CTSZ","1522",10849,"CTSZ","1522",2223.96875,"CTSZ","1522",1738,"CTSZ"
"ENSG00000110367",-1.00749615069066,"5.89152387338954e-09",1.15951342157436e-07,"DDX6","1656",6152,"DDX6","1656",3193.42857142857,"DDX6","1656",1936,"DDX6"
"ENSG00000102243",-1.14670869649777,"6.60344066370191e-09",1.28793090740076e-07,"VGLL1","51442",1144,"VGLL1","51442",704.5,"VGLL1","51442",611.5,"VGLL1"
"ENSG00000101213",-1.46120071149035,"6.70219409440909e-09",1.30425750171671e-07,"PTK6","5753",2953,"PTK6","5753",2677,"PTK6","5753",2677,"PTK6"
"ENSG00000136560",-1.02358092140119,"6.77392338900105e-09",1.31564651552821e-07,"TANK","10010",2155,"TANK","10010",875.608695652174,"TANK","10010",636,"TANK"
"ENSG00000205045",-1.84177472657102,"7.01983260481547e-09",1.36148632589369e-07,"SLFN12L","100506736",13219,"SLFN12L","100506736",6764.75,"SLFN12L","100506736",6681.5,"SLFN12L"
"ENSG00000112773",-1.1356965468229,"7.15764130459146e-09",1.38511543058383e-07,"TENT5A","55603",5664,"TENT5A","55603",4284.75,"TENT5A","55603",5559.5,"TENT5A"
"ENSG00000205420",-2.26853039358864,"7.1687035668658e-09",1.38570960028859e-07,"KRT6A","3853",2308,"KRT6A","3853",912.6,"KRT6A","3853",715,"KRT6A"
"ENSG00000183625",2.10923917311099,"7.21501234343604e-09",1.39310800693583e-07,"CCR3","1232",2000,"CCR3","1232",1108,"CCR3","1232",1284,"CCR3"
"ENSG00000126804",-1.07636202423846,"7.42316540441588e-09",1.42852680296523e-07,"ZBTB1","22890",4119,"ZBTB1","22890",1822.71428571429,"ZBTB1","22890",629,"ZBTB1"
"ENSG00000164347",-1.02723308051621,"7.43474892106981e-09",1.42916975102472e-07,"GFM2","84340",3047,"GFM2","84340",1534.3,"GFM2","84340",1064.5,"GFM2"
"ENSG00000102218",-1.22704957809904,"8.08642571883941e-09",1.54247013794232e-07,"RP2","6102",3700,"RP2","6102",3700,"RP2","6102",3700,"RP2"
"ENSG00000133863",-1.18747701508724,"9.53274509198159e-09",1.80840554868565e-07,"TEX15","56154",11476,"TEX15","56154",8376,"TEX15","56154",10725.5,"TEX15"
"ENSG00000165215",-1.67824181050953,"9.89927184265359e-09",1.87316749514352e-07,"CLDN3","1365",1274,"CLDN3","1365",1274,"CLDN3","1365",1274,"CLDN3"
"ENSG00000072415",-1.01948768942274,"1.07804956808474e-08",2.01642949957079e-07,"PALS1","64398",5468,"PALS1","64398",3760.46153846154,"PALS1","64398",5006,"PALS1"
"ENSG00000166446",-1.62633293514102,"1.09346275292713e-08",2.04305502941847e-07,"CDYL2","124359",8427,"CDYL2","124359",2335.71428571429,"CDYL2","124359",2086,"CDYL2"
"ENSG00000174514",1.14270045523487,"1.13912309083313e-08",2.11696197984519e-07,"MFSD4A","148808",4058,"MFSD4A","148808",1512.27272727273,"MFSD4A","148808",1136,"MFSD4A"
"ENSG00000103888",-1.09206247079549,"1.17463826843229e-08",2.17596719405422e-07,"CEMIP","57214",7353,"CEMIP","57214",3899.5,"CEMIP","57214",3937,"CEMIP"
"ENSG00000037749",-1.00465927890016,"1.21225284011509e-08",2.24085842161574e-07,"MFAP3","4238",5157,"MFAP3","4238",2723.9,"MFAP3","4238",2162,"MFAP3"
"ENSG00000168283",-1.10227590709767,"1.38595598597149e-08",2.53617165249767e-07,"BMI1","648",3540,"BMI1","648",1612.66666666667,"BMI1","648",748,"BMI1"
"ENSG00000067798",1.33173340542299,"1.41243162510311e-08",2.57519999449661e-07,"NAV3","89795",10219,"NAV3","89795",2711.6875,"NAV3","89795",962,"NAV3"
"ENSG00000100003",-1.24089478289409,"1.44517819699588e-08",2.62112392863091e-07,"SEC14L2","23541",4207,"SEC14L2","23541",1251.05882352941,"SEC14L2","23541",707,"SEC14L2"
"ENSG00000023839",2.0441006799105,"1.50106497823493e-08",2.71396930736345e-07,"ABCC2","1244",5806,"ABCC2","1244",1611,"ABCC2","1244",1130.5,"ABCC2"
"ENSG00000244414",2.28648954547999,"1.56340607978206e-08",2.8141746358662e-07,"CFHR1","3078",1372,"CFHR1","3078",975.25,"CFHR1","3078",1049.5,"CFHR1"
"ENSG00000203705",1.39871356695768,"1.56460254280813e-08",2.8141746358662e-07,"TATDN3","128387",2527,"TATDN3","128387",1057.875,"TATDN3","128387",870,"TATDN3"
"ENSG00000183801",2.24419565924066,"1.75325688891152e-08",3.12432900275816e-07,"OLFML1","283298",2768,"OLFML1","283298",1543.8,"OLFML1","283298",1438,"OLFML1"
"ENSG00000129194",-1.06592202159706,"1.90898268034829e-08",3.38098577063933e-07,"SOX15","6665",1320,"SOX15","6665",1185,"SOX15","6665",1185,"SOX15"
"ENSG00000118162",-1.2945834708396,"1.95351636538478e-08",3.44578029088573e-07,"KPTN","11133",1636,"KPTN","11133",827.111111111111,"KPTN","11133",638,"KPTN"
"ENSG00000196950",-1.17391517011196,"1.96313843288514e-08",3.45805847291103e-07,"SLC39A10","57181",5432,"SLC39A10","57181",2194.33333333333,"SLC39A10","57181",593,"SLC39A10"
"ENSG00000164220",2.75677898904947,"2.06140732810936e-08",3.61402847948313e-07,"F2RL2","2151",3398,"F2RL2","2151",2392.5,"F2RL2","2151",2392.5,"F2RL2"
"ENSG00000004777",1.166973134306,"2.57890742877386e-08",4.46710049026074e-07,"ARHGAP33","115703",4352,"ARHGAP33","115703",1575.33333333333,"ARHGAP33","115703",661.5,"ARHGAP33"
"ENSG00000169330",1.25701681358881,"2.65918459224304e-08",4.59696925672006e-07,"MINAR1","23251",6926,"MINAR1","23251",6277.5,"MINAR1","23251",6277.5,"MINAR1"
"ENSG00000163431",1.32332861290285,"2.6628397102432e-08",4.5987029617437e-07,"LMOD1","25802",3927,"LMOD1","25802",3927,"LMOD1","25802",3927,"LMOD1"
"ENSG00000106829",1.29136720839721,"2.68454221084712e-08",4.62696594372546e-07,"TLE4","7091",4886,"TLE4","7091",1347.72413793103,"TLE4","7091",672,"TLE4"
"ENSG00000179431",1.0213415427528,"2.85952586607379e-08",4.89933982132939e-07,"FJX1","24147",2406,"FJX1","24147",2406,"FJX1","24147",2406,"FJX1"
"ENSG00000138738",-1.44991078415608,"3.07336927246035e-08",5.22955346567125e-07,"PRDM5","11107",5207,"PRDM5","11107",1654.08333333333,"PRDM5","11107",1146.5,"PRDM5"
"ENSG00000171428",-1.13686151749108,"3.09247032079399e-08",5.256896361985e-07,"NAT1","9",2280,"NAT1","9",1473.125,"NAT1","9",1622.5,"NAT1"
"ENSG00000223572",-1.18411798981749,"3.72331839051706e-08",6.27391813150391e-07,"CKMT1A","548596",1779,"CKMT1A","548596",1029.5,"CKMT1A","548596",934.5,"CKMT1A"
"ENSG00000081052",-1.63159188096942,"3.81872492890046e-08",6.41597592463228e-07,"COL4A4","1286",9984,"COL4A4","1286",2132.125,"COL4A4","1286",1112,"COL4A4"
"ENSG00000139517",-1.12499938328326,"3.96865754466017e-08",6.63573318870421e-07,"LNX2","222484",4750,"LNX2","222484",4699,"LNX2","222484",4699,"LNX2"
"ENSG00000187840",-1.13288069172274,"4.40485499067284e-08",7.30868714672502e-07,"EIF4EBP1","1978",827,"EIF4EBP1","1978",761,"EIF4EBP1","1978",761,"EIF4EBP1"
"ENSG00000150893",-1.0505220018467,"4.5022914581625e-08",7.44187145787222e-07,"FREM2","341640",16122,"FREM2","341640",8416.5,"FREM2","341640",8416.5,"FREM2"
"ENSG00000113083",1.67030276674646,"5.0059696294391e-08",8.17497740874917e-07,"LOX","4015",5076,"LOX","4015",2328.83333333333,"LOX","4015",1593,"LOX"
"ENSG00000175322",1.27247851889725,"5.10510391861665e-08",8.32538850003931e-07,"ZNF519","162655",7112,"ZNF519","162655",1983.66666666667,"ZNF519","162655",799,"ZNF519"
"ENSG00000142623",-1.70384726619208,"5.37667339213908e-08",8.737220238641e-07,"PADI1","29943",3846,"PADI1","29943",2430,"PADI1","29943",2680.5,"PADI1"
"ENSG00000177839",1.18645404281153,"5.42702011469502e-08",8.79430857651374e-07,"PCDHB9","56127",4381,"PCDHB9","56127",4381,"PCDHB9","56127",4381,"PCDHB9"
"ENSG00000167195",1.7641723110411,"5.43240752149138e-08",8.79481923577396e-07,"GOLGA6C","653641",5603,"GOLGA6C","653641",5603,"GOLGA6C","653641",5603,"GOLGA6C"
"ENSG00000165572",-1.04980605343001,"5.44000022362422e-08",8.79889588408771e-07,"KBTBD6","89890",5234,"KBTBD6","89890",5234,"KBTBD6","89890",5234,"KBTBD6"
"ENSG00000135679",-1.0647956048949,"5.78749130303735e-08",9.30021424498281e-07,"MDM2","4193",7490,"MDM2","4193",1247.06060606061,"MDM2","4193",1011,"MDM2"
"ENSG00000134775",-1.08945873570326,"6.53966033610663e-08",1.04124123570021e-06,"FHOD3","80206",5682,"FHOD3","80206",3466.55555555556,"FHOD3","80206",4126,"FHOD3"
"ENSG00000196458",-1.24711844993558,"6.57945741508639e-08",1.04565730632615e-06,"ZNF605","100289635",9342,"ZNF605","100289635",3095,"ZNF605","100289635",990.5,"ZNF605"
"ENSG00000187595",1.27910259567499,"6.95819146920421e-08",1.09759885204653e-06,"ZNF385C","201181",2899,"ZNF385C","201181",2400.83333333333,"ZNF385C","201181",2276,"ZNF385C"
"ENSG00000142494",-2.61135473785683,"6.96325472778811e-08",1.09759885204653e-06,"SLC47A1","55244",3280,"SLC47A1","55244",1407.76923076923,"SLC47A1","55244",1362,"SLC47A1"
"ENSG00000277399",1.71528534266248,"7.08029142710335e-08",1.11301154174565e-06,"GPR179","440435",9165,"GPR179","440435",6062.66666666667,"GPR179","440435",7980,"GPR179"
"ENSG00000047936",-3.02495974013903,"8.12049476909063e-08",1.25715409643984e-06,"ROS1","6098",8451,"ROS1","6098",5522.33333333333,"ROS1","6098",7435,"ROS1"
"ENSG00000145945",1.26077779030797,"9.64201841480817e-08",1.47297759730713e-06,"FAM50B","26240",1643,"FAM50B","26240",773.25,"FAM50B","26240",551.5,"FAM50B"
"ENSG00000104140",1.33818927107985,"1.0215116695431e-07",1.55232172114003e-06,"RHOV","171177",1650,"RHOV","171177",1650,"RHOV","171177",1650,"RHOV"
"ENSG00000196427",2.89410444065268,"1.02862801864521e-07",1.5617671817241e-06,"NBPF4","148545",3371,"NBPF4","148545",2691.33333333333,"NBPF4","148545",2481,"NBPF4"
"ENSG00000127920",1.03013834117027,"1.04619895094558e-07",1.5856681477662e-06,"GNG11","2791",3019,"GNG11","2791",3019,"GNG11","2791",3019,"GNG11"
"ENSG00000111799",-1.0893393314844,"1.10130905200603e-07",1.66482978663754e-06,"COL12A1","1303",11725,"COL12A1","1303",4340.76923076923,"COL12A1","1303",3135,"COL12A1"
"ENSG00000019186",-1.54322499256202,"1.26998954182774e-07",1.89503861151043e-06,"CYP24A1","1591",3278,"CYP24A1","1591",1402,"CYP24A1","1591",1066,"CYP24A1"
"ENSG00000183023",-1.01165185329529,"1.46761790486494e-07",2.16386282758956e-06,"SLC8A1","6546",21116,"SLC8A1","6546",4504.78947368421,"SLC8A1","6546",3178,"SLC8A1"
"ENSG00000288558",-1.28978295396195,"1.59257254993443e-07",2.32829809808711e-06,"DUS4L-BCAP29","115253422",7127,"DUS4L-BCAP29","115253422",6229.54545454545,"DUS4L-BCAP29","115253422",6748,"DUS4L-BCAP29"
"ENSG00000185950",-1.03523844466777,"1.67040130177991e-07",2.43387295559344e-06,"IRS2","8660",8156,"IRS2","8660",8156,"IRS2","8660",8156,"IRS2"
"ENSG00000204839",-1.59686966933625,"1.68578520840813e-07",2.45216692353931e-06,"MROH6","642475",3469,"MROH6","642475",1421.18181818182,"MROH6","642475",1680,"MROH6"
"ENSG00000088970",-1.00639032742535,"1.76114093722705e-07",2.54294833421249e-06,"KIZ","55857",3856,"KIZ","55857",1326.26666666667,"KIZ","55857",1397,"KIZ"
"ENSG00000186364",1.72111328640584,"1.78404217329422e-07",2.56922817630801e-06,"NUDT17","200035",1473,"NUDT17","200035",880.2,"NUDT17","200035",873,"NUDT17"
"ENSG00000174839",-1.03468438016974,"1.82932048936485e-07",2.62571092426301e-06,"DENND6A","201627",4646,"DENND6A","201627",1134.66666666667,"DENND6A","201627",453.5,"DENND6A"
"ENSG00000181804",1.09620038941247,"1.89562691625263e-07",2.70966818638948e-06,"SLC9A9","285195",3564,"SLC9A9","285195",1203,"SLC9A9","285195",591,"SLC9A9"
"ENSG00000167165",-1.83569796422478,"1.91378145520145e-07",2.73111577380559e-06,"UGT1A6","54578",2455,"UGT1A6","54578",1119.375,"UGT1A6","54578",808.5,"UGT1A6"
"ENSG00000188199",1.11658486282713,"2.38594960101971e-07",3.33898144730272e-06,"NUTM2B","729262",3970,"NUTM2B","729262",3631.5,"NUTM2B","729262",3631.5,"NUTM2B"
"ENSG00000105499",1.40466581520641,"2.55506415332399e-07",3.54986036494268e-06,"PLA2G4C","8605",2496,"PLA2G4C","8605",870.583333333333,"PLA2G4C","8605",577,"PLA2G4C"
"ENSG00000149328",-1.1362568097135,"2.5669877631958e-07",3.56072006608416e-06,"GLB1L2","89944",5621,"GLB1L2","89944",2620,"GLB1L2","89944",2138.5,"GLB1L2"
"ENSG00000166920",1.61570164804594,"2.62357061809812e-07",3.63339384562326e-06,"C15orf48","84419",875,"C15orf48","84419",642.75,"C15orf48","84419",598,"C15orf48"
"ENSG00000162949",1.75951339534795,"2.63764956399337e-07",3.64415982391084e-06,"CAPN13","92291",2683,"CAPN13","92291",1469,"CAPN13","92291",1215,"CAPN13"
"ENSG00000138131",1.08988980016802,"2.66164006200946e-07",3.66853553538807e-06,"LOXL4","84171",3597,"LOXL4","84171",3597,"LOXL4","84171",3597,"LOXL4"
"ENSG00000120833",-1.72598444670818,"2.98159645158849e-07",4.08033945336171e-06,"SOCS2","8835",3733,"SOCS2","8835",1731.58333333333,"SOCS2","8835",1568.5,"SOCS2"
"ENSG00000132718",1.96588464256557,"3.26604040886757e-07",4.44504510591482e-06,"SYT11","23208",5182,"SYT11","23208",5182,"SYT11","23208",5182,"SYT11"
"ENSG00000149573",-1.02107545428936,"3.29716619363585e-07",4.48388742207466e-06,"MPZL2","10205",2622,"MPZL2","10205",1258,"MPZL2","10205",1317,"MPZL2"
"ENSG00000185567",-1.06499135158949,"3.47753971113699e-07",4.69969298919752e-06,"AHNAK2","113146",18335,"AHNAK2","113146",12793,"AHNAK2","113146",18335,"AHNAK2"
"ENSG00000169288",-1.11606361542962,"3.53144308774116e-07",4.76140681946687e-06,"MRPL1","65008",1175,"MRPL1","65008",721.166666666667,"MRPL1","65008",706,"MRPL1"
"ENSG00000145332",-1.05606582606663,"3.82516831609885e-07",5.10189180252599e-06,"KLHL8","57563",5631,"KLHL8","57563",2952.75,"KLHL8","57563",2822,"KLHL8"
"ENSG00000182782",2.18993254907737,"3.96555574840714e-07",5.27695864325643e-06,"HCAR2","338442",2065,"HCAR2","338442",2065,"HCAR2","338442",2065,"HCAR2"
"ENSG00000173614",1.27731614707554,"4.22466190949767e-07",5.59171090448703e-06,"NMNAT1","64802",3734,"NMNAT1","64802",1347.5,"NMNAT1","64802",804,"NMNAT1"
"ENSG00000109689",-1.01237545518019,"4.25989199980831e-07",5.62974598968569e-06,"STIM2","57620",5004,"STIM2","57620",2669.4,"STIM2","57620",2470.5,"STIM2"
"ENSG00000170855",-1.05108714371599,"4.54391771661944e-07",5.96871130973216e-06,"TRIAP1","51499",1153,"TRIAP1","51499",1152,"TRIAP1","51499",1152,"TRIAP1"
"ENSG00000169418",-3.06573111910713,"4.56314299259283e-07",5.98942742986881e-06,"NPR1","4881",4185,"NPR1","4881",2945.5,"NPR1","4881",2945.5,"NPR1"
"ENSG00000137628",-1.04417423483503,"4.65390092360454e-07",6.09471209323105e-06,"DDX60","55601",6718,"DDX60","55601",3560,"DDX60","55601",3659.5,"DDX60"
"ENSG00000106031",-1.03465736363821,"4.71582009351606e-07",6.15719914167733e-06,"HOXA13","3209",5015,"HOXA13","3209",5015,"HOXA13","3209",5015,"HOXA13"
"ENSG00000114904",-1.01370575377889,"4.89937361628144e-07",6.38243720005288e-06,"NEK4","6787",6053,"NEK4","6787",2132.14285714286,"NEK4","6787",2276,"NEK4"
"ENSG00000107201",-1.09755279693369,"5.60390260199929e-07",7.19959406059175e-06,"RIGI","23586",4961,"RIGI","23586",3641.08333333333,"RIGI","23586",4492.5,"RIGI"
"ENSG00000288825",1.12269328091805,"5.92415501183444e-07",7.55841970200128e-06,"H2AC18","8337",533,"H2AC18","8337",533,"H2AC18","8337",533,"H2AC18"
"ENSG00000055118",-1.49373846270391,"6.04174240264544e-07",7.68525616698857e-06,"KCNH2","3757",4717,"KCNH2","3757",2729.875,"KCNH2","3757",2973.5,"KCNH2"
"ENSG00000153064",2.21087518914652,"6.28208588872146e-07",7.96236017723255e-06,"BANK1","55024",3544,"BANK1","55024",2548.85714285714,"BANK1","55024",3044,"BANK1"
"ENSG00000168477",1.01602770320739,"6.58685415111483e-07",8.3182421067866e-06,"TNXB","7148",13831,"TNXB","7148",4865.88095238095,"TNXB","7148",2756,"TNXB"
"ENSG00000198855",1.08699932476736,"7.28134593035997e-07",9.09591189384089e-06,"FICD","11153",3255,"FICD","11153",1517.75,"FICD","11153",1209.5,"FICD"
"ENSG00000283321",2.00789438380688,"7.41373362515536e-07",9.24131756481444e-06,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000124302",-1.37692511170759,"7.4384082748269e-07",9.26341620167931e-06,"CHST8","64377",2479,"CHST8","64377",1797.5,"CHST8","64377",2179,"CHST8"
"ENSG00000239282",1.51900769560666,"8.25664382604675e-07",1.0167751938908e-05,"CASTOR1","652968",1974,"CASTOR1","652968",1102.84210526316,"CASTOR1","652968",966,"CASTOR1"
"ENSG00000050438",1.51870010837307,"8.43712061879784e-07",1.03679117228445e-05,"SLC4A8","9498",11764,"SLC4A8","9498",2821.16666666667,"SLC4A8","9498",1486.5,"SLC4A8"
"ENSG00000125845",-1.31494601656574,"8.68330934596399e-07",1.06553362172448e-05,"BMP2","650",3545,"BMP2","650",3545,"BMP2","650",3545,"BMP2"
"ENSG00000232859",1.09813093401584,"9.12385882752344e-07",1.10951670288529e-05,"LYRM9","201229",2196,"LYRM9","201229",1083,"LYRM9","201229",807,"LYRM9"
"ENSG00000163207",2.72955640384095,"9.51910974374565e-07",1.15501640200704e-05,"IVL","3713",2152,"IVL","3713",2152,"IVL","3713",2152,"IVL"
"ENSG00000139200",1.22035772064021,"1.01131316547079e-06",1.21518773223133e-05,"PIANP","196500",2711,"PIANP","196500",1491.16666666667,"PIANP","196500",1468.5,"PIANP"
"ENSG00000132164",-1.02891112326547,"1.04023225726253e-06",1.24648148643227e-05,"SLC6A11","6538",4249,"SLC6A11","6538",2537.66666666667,"SLC6A11","6538",2794,"SLC6A11"
"ENSG00000196611",-2.84842129103834,"1.08558871540478e-06",1.29545923856871e-05,"MMP1","4312",1971,"MMP1","4312",1696.5,"MMP1","4312",1610,"MMP1"
"ENSG00000138686",-1.00796935362138,"1.15183158720884e-06",1.3613911309212e-05,"BBS7","55212",3840,"BBS7","55212",1464.16666666667,"BBS7","55212",743,"BBS7"
"ENSG00000196358",1.45754055133168,"1.24911762932778e-06",1.45946432445515e-05,"NTNG2","84628",4673,"NTNG2","84628",1922,"NTNG2","84628",735,"NTNG2"
"ENSG00000111816",-1.10854998600746,"1.25230661535801e-06",1.4612210231287e-05,"FRK","2444",13363,"FRK","2444",6984.5,"FRK","2444",6984.5,"FRK"
"ENSG00000169683",-1.26799422526361,"1.27960765272846e-06",1.48651633165015e-05,"LRRC45","201255",2698,"LRRC45","201255",1204.83333333333,"LRRC45","201255",992.5,"LRRC45"
"ENSG00000100478",1.04702090675436,"1.33975810172258e-06",1.54557988860731e-05,"AP4S1","11154",4060,"AP4S1","11154",1640.30769230769,"AP4S1","11154",1502,"AP4S1"
"ENSG00000122477",1.35912843161354,"1.44031214422487e-06",1.64842061179637e-05,"LRRC39","127495",1842,"LRRC39","127495",1631.66666666667,"LRRC39","127495",1587,"LRRC39"
"ENSG00000147813",-1.0648361780904,"1.44770780628198e-06",1.65552395742141e-05,"NAPRT","93100",1877,"NAPRT","93100",1065.96296296296,"NAPRT","93100",1032,"NAPRT"
"ENSG00000149089",-1.16856075071097,"1.56414431973478e-06",1.77840644982828e-05,"APIP","51074",1246,"APIP","51074",1144,"APIP","51074",1144,"APIP"
"ENSG00000259431",1.32623906918192,"1.57704204999441e-06",1.79189594396154e-05,"THTPA","79178",2611,"THTPA","79178",1178.30769230769,"THTPA","79178",581,"THTPA"
"ENSG00000173432",1.82882689931406,"1.69521721783928e-06",1.91363094662209e-05,"SAA1","6288",904,"SAA1","6288",616.666666666667,"SAA1","6288",583,"SAA1"
"ENSG00000153898",-1.93593423372013,"1.71739864085338e-06",1.93614922196078e-05,"MCOLN2","255231",3044,"MCOLN2","255231",1674.33333333333,"MCOLN2","255231",1719.5,"MCOLN2"
